PRISM Time Series Data
Locations: 39
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 800m
Monthly 1981-2010 Normals
Dataset: Norm81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2020-Feb-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
22,-113.7656,48.7879,6938.0,June,7.23,34.9,44.8,54.7,31.0,1.73,9.69
22,-113.7656,48.7879,6938.0,July,3.23,41.6,52.6,63.6,35.7,2.36,14.10
22,-113.7656,48.7879,6938.0,August,2.79,41.2,52.3,63.4,35.7,2.88,14.48
22,-113.7656,48.7879,6938.0,September,4.37,34.6,44.6,54.6,29.5,2.15,10.25
22,-113.7656,48.7879,6938.0,October,5.93,26.6,34.0,41.3,21.7,1.58,5.39
22,-113.7656,48.7879,6938.0,November,9.51,17.5,22.9,28.3,13.0,1.00,2.67
22,-113.7656,48.7879,6938.0,December,8.63,11.3,16.7,22.0,7.2,0.75,1.95
22,-113.7656,48.7879,6938.0,Annual,76.78,24.9,33.2,41.6,20.7,1.40,6.68

23,-113.7794,48.8718,8269.0,January,8.53,9.0,15.2,21.5,6.4,0.64,1.90
23,-113.7794,48.8718,8269.0,February,6.42,8.9,16.4,23.9,6.7,0.70,2.41
23,-113.7794,48.8718,8269.0,March,6.29,11.9,20.9,29.8,9.5,0.78,3.40
23,-113.7794,48.8718,8269.0,April,5.31,17.4,26.7,35.9,15.6,0.71,4.47
23,-113.7794,48.8718,8269.0,May,5.44,24.8,34.6,44.4,22.6,0.93,6.40
23,-113.7794,48.8718,8269.0,June,6.50,31.4,40.9,50.4,28.2,1.54,7.71
23,-113.7794,48.8718,8269.0,July,2.82,39.0,49.2,59.3,33.4,2.26,12.25
23,-113.7794,48.8718,8269.0,August,2.40,38.4,48.8,59.1,33.8,2.86,12.54
23,-113.7794,48.8718,8269.0,September,3.78,31.6,41.2,50.8,27.0,2.09,8.94
23,-113.7794,48.8718,8269.0,October,5.08,23.0,30.3,37.7,18.7,1.41,4.52
23,-113.7794,48.8718,8269.0,November,8.31,14.0,20.0,26.0,10.3,0.85,2.44
23,-113.7794,48.8718,8269.0,December,7.98,8.0,13.8,19.7,5.4,0.59,1.68
23,-113.7794,48.8718,8269.0,Annual,68.85,21.5,29.8,38.2,18.1,1.28,5.72

24,-113.6845,48.7078,8121.0,January,11.66,11.2,17.1,23.0,6.9,0.80,2.09
24,-113.6845,48.7078,8121.0,February,9.10,11.3,18.4,25.5,6.4,0.93,2.58
24,-113.6845,48.7078,8121.0,March,8.81,14.5,22.8,31.2,9.8,0.97,3.55
24,-113.6845,48.7078,8121.0,April,7.41,19.6,28.1,36.5,17.9,0.71,4.15
24,-113.6845,48.7078,8121.0,May,7.92,27.2,36.1,45.0,24.9,1.01,6.20
24,-113.6845,48.7078,8121.0,June,9.52,34.1,42.5,50.9,28.7,2.12,7.64
24,-113.6845,48.7078,8121.0,July,4.22,42.5,51.1,59.8,35.8,1.80,10.97
24,-113.6845,48.7078,8121.0,August,3.69,41.9,50.7,59.5,35.4,2.77,11.68
24,-113.6845,48.7078,8121.0,September,5.68,34.7,42.9,51.1,28.4,2.43,8.57
24,-113.6845,48.7078,8121.0,October,7.74,25.3,31.7,38.1,19.4,1.63,4.58
24,-113.6845,48.7078,8121.0,November,12.11,15.9,21.6,27.4,11.0,1.00,2.66
24,-113.6845,48.7078,8121.0,December,11.04,9.9,15.4,20.9,4.8,0.80,1.96
24,-113.6845,48.7078,8121.0,Annual,98.91,24.0,31.5,39.1,19.1,1.42,5.56

25,-113.6589,48.5836,8250.0,January,11.73,10.4,16.2,22.0,5.8,0.79,2.02
25,-113.6589,48.5836,8250.0,February,9.42,10.6,17.5,24.4,6.2,0.86,2.56
25,-113.6589,48.5836,8250.0,March,9.22,13.7,21.9,30.2,9.0,1.01,3.60
25,-113.6589,48.5836,8250.0,April,7.98,18.9,27.5,36.2,17.1,0.72,4.40
25,-113.6589,48.5836,8250.0,May,8.16,26.3,35.5,44.6,24.4,0.94,6.12
25,-113.6589,48.5836,8250.0,June,9.38,32.9,41.9,50.8,26.8,2.20,8.28
25,-113.6589,48.5836,8250.0,July,4.14,40.6,50.3,59.9,34.1,2.44,11.53
25,-113.6589,48.5836,8250.0,August,3.72,40.5,50.0,59.4,34.2,2.38,11.77
25,-113.6589,48.5836,8250.0,September,5.58,33.5,41.9,50.3,27.0,2.11,8.35
25,-113.6589,48.5836,8250.0,October,7.18,24.5,31.0,37.4,18.4,1.62,4.50
25,-113.6589,48.5836,8250.0,November,11.81,15.2,20.8,26.4,9.9,1.01,2.58
25,-113.6589,48.5836,8250.0,December,11.14,9.3,14.8,20.3,5.3,0.70,1.83
25,-113.6589,48.5836,8250.0,Annual,99.46,23.0,30.8,38.5,18.2,1.40,5.63

26,-114.0858,48.8799,8248.0,January,12.14,10.6,16.4,22.3,7.3,0.71,1.97
26,-114.0858,48.8799,8248.0,February,8.33,10.7,17.7,24.7,7.6,0.77,2.42
26,-114.0858,48.8799,8248.0,March,8.08,13.7,22.0,30.4,10.1,0.85,3.51
26,-114.0858,48.8799,8248.0,April,6.81,18.8,27.4,35.9,16.0,0.84,4.43
26,-114.0858,48.8799,8248.0,May,6.32,26.3,35.3,44.4,22.7,1.20,6.37
26,-114.0858,48.8799,8248.0,June,7.62,33.1,41.7,50.4,28.3,1.87,7.92
26,-114.0858,48.8799,8248.0,July,3.11,41.1,50.2,59.4,35.7,2.50,11.51
26,-114.0858,48.8799,8248.0,August,2.59,40.7,49.9,59.1,35.8,2.95,11.47
26,-114.0858,48.8799,8248.0,September,4.21,33.7,42.2,50.7,29.6,2.10,7.85
26,-114.0858,48.8799,8248.0,October,5.96,24.6,31.0,37.4,20.5,1.37,4.14
26,-114.0858,48.8799,8248.0,November,10.51,15.3,21.0,26.6,11.8,0.86,2.38
26,-114.0858,48.8799,8248.0,December,10.99,9.4,14.9,20.4,6.1,0.65,1.72
26,-114.0858,48.8799,8248.0,Annual,86.68,23.2,30.8,38.5,19.3,1.39,5.47

27,-113.6181,48.5917,7156.0,January,9.91,11.9,17.2,22.6,8.3,0.73,1.88
27,-113.6181,48.5917,7156.0,February,7.74,12.5,18.7,25.0,8.4,0.86,2.37
27,-113.6181,48.5917,7156.0,March,7.91,16.1,23.7,31.4,11.5,1.01,3.55
27,-113.6181,48.5917,7156.0,April,6.57,21.9,30.9,39.9,19.5,0.72,5.26
27,-113.6181,48.5917,7156.0,May,6.75,29.2,38.7,48.3,26.0,1.20,7.86
27,-113.6181,48.5917,7156.0,June,7.91,35.1,44.9,54.6,29.5,2.21,9.89
27,-113.6181,48.5917,7156.0,July,3.53,42.2,53.0,63.8,36.4,2.34,14.04
27,-113.6181,48.5917,7156.0,August,3.12,42.1,52.7,63.3,36.2,2.40,14.53
27,-113.6181,48.5917,7156.0,September,4.85,35.4,44.6,53.7,29.2,2.21,9.99
27,-113.6181,48.5917,7156.0,October,6.38,26.6,33.6,40.5,21.1,1.70,5.33
27,-113.6181,48.5917,7156.0,November,10.33,17.4,22.4,27.4,12.9,0.96,2.59
27,-113.6181,48.5917,7156.0,December,9.36,11.0,16.2,21.4,7.2,0.70,1.83
27,-113.6181,48.5917,7156.0,Annual,84.34,25.1,33.1,41.0,20.5,1.42,6.59

28,-113.7382,48.7574,7122.0,January,10.44,13.2,19.0,24.8,8.8,0.86,2.33
28,-113.7382,48.7574,7122.0,February,8.15,13.3,20.4,27.6,9.4,0.92,2.91
28,-113.7382,48.7574,7122.0,March,7.99,16.5,25.0,33.5,12.7,0.84,4.06
28,-113.7382,48.7574,7122.0,April,6.72,22.0,30.9,39.8,19.1,0.79,5.33
28,-113.7382,48.7574,7122.0,May,7.19,29.1,38.7,48.3,27.0,1.06,7.16
28,-113.7382,48.7574,7122.0,June,8.62,35.0,44.6,54.1,31.2,1.74,9.25
28,-113.7382,48.7574,7122.0,July,3.83,42.3,52.6,62.9,36.7,2.92,13.54
28,-113.7382,48.7574,7122.0,August,3.35,42.1,52.4,62.7,36.5,3.14,13.93
28,-113.7382,48.7574,7122.0,September,5.15,35.3,44.7,54.0,30.2,2.15,9.97
28,-113.7382,48.7574,7122.0,October,6.95,27.1,33.9,40.8,22.5,1.45,5.01
28,-113.7382,48.7574,7122.0,November,10.89,18.1,23.7,29.2,13.8,1.01,2.72
28,-113.7382,48.7574,7122.0,December,9.91,12.1,17.7,23.2,8.1,0.78,2.07
28,-113.7382,48.7574,7122.0,Annual,89.17,25.5,33.6,41.8,21.3,1.47,6.52

29,-113.6337,48.7016,7436.0,January,13.28,10.6,16.2,21.8,6.6,0.73,1.94
29,-113.6337,48.7016,7436.0,February,10.25,11.0,17.8,24.6,6.0,0.86,2.58
29,-113.6337,48.7016,7436.0,March,10.05,14.5,22.6,30.7,9.9,0.97,3.57
29,-113.6337,48.7016,7436.0,April,8.34,20.3,29.4,38.5,18.0,0.74,4.94
29,-113.6337,48.7016,7436.0,May,8.46,27.5,37.4,47.2,25.2,1.03,7.38
29,-113.6337,48.7016,7436.0,June,9.81,33.7,43.7,53.7,28.5,1.88,9.42
29,-113.6337,48.7016,7436.0,July,4.26,40.6,51.6,62.5,34.3,2.33,13.67
29,-113.6337,48.7016,7436.0,August,3.82,39.9,51.2,62.4,33.6,2.35,14.31
29,-113.6337,48.7016,7436.0,September,5.89,33.3,43.4,53.5,27.6,1.87,9.99
29,-113.6337,48.7016,7436.0,October,8.09,25.2,32.7,40.2,19.5,1.67,5.36
29,-113.6337,48.7016,7436.0,November,13.16,16.0,21.4,26.8,10.5,1.04,2.64
29,-113.6337,48.7016,7436.0,December,12.08,9.7,15.0,20.4,4.7,0.77,1.89
29,-113.6337,48.7016,7436.0,Annual,107.49,23.5,31.9,40.2,18.7,1.36,6.48

30,-113.8589,48.8663,7277.0,January,10.58,11.2,16.8,22.6,8.4,0.67,1.88
30,-113.8589,48.8663,7277.0,February,7.62,11.4,18.3,25.1,8.6,0.77,2.41
30,-113.8589,48.8663,7277.0,March,7.42,14.8,23.1,31.4,11.9,0.87,3.49
30,-113.8589,48.8663,7277.0,April,6.02,20.6,29.9,39.2,18.5,0.76,5.16
30,-113.8589,48.8663,7277.0,May,5.67,27.8,37.8,47.7,25.5,0.98,7.26
30,-113.8589,48.8663,7277.0,June,6.87,33.9,43.7,53.4,31.3,1.43,8.57
30,-113.8589,48.8663,7277.0,July,2.82,40.6,51.5,62.3,35.7,1.98,12.35
30,-113.8589,48.8663,7277.0,August,2.39,39.9,51.0,62.1,36.2,1.97,13.30
30,-113.8589,48.8663,7277.0,September,3.86,33.4,43.5,53.5,29.4,1.65,9.49
30,-113.8589,48.8663,7277.0,October,5.60,25.5,32.9,40.2,21.6,1.43,4.92
30,-113.8589,48.8663,7277.0,November,9.48,16.7,22.0,27.3,13.4,0.84,2.37
30,-113.8589,48.8663,7277.0,December,9.31,10.5,15.9,21.2,7.8,0.62,1.73
30,-113.8589,48.8663,7277.0,Annual,77.64,23.9,32.2,40.5,20.7,1.16,6.08

31,-113.6545,48.7334,7139.0,January,12.26,10.5,16.4,22.2,5.1,0.86,2.15
31,-113.6545,48.7334,7139.0,February,9.93,10.9,17.8,24.7,5.5,0.93,2.66
31,-113.6545,48.7334,7139.0,March,9.41,14.5,22.8,31.1,8.2,1.15,3.81
31,-113.6545,48.7334,7139.0,April,8.77,20.6,30.2,39.8,18.4,0.73,5.48
31,-113.6545,48.7334,7139.0,May,8.57,27.7,38.1,48.5,25.3,0.96,7.73
31,-113.6545,48.7334,7139.0,June,10.14,33.8,44.3,54.9,27.6,2.05,10.24
31,-113.6545,48.7334,7139.0,July,4.28,40.3,52.0,63.7,32.4,2.32,14.72
31,-113.6545,48.7334,7139.0,August,4.06,39.7,51.6,63.5,31.9,2.54,15.52
31,-113.6545,48.7334,7139.0,September,5.86,33.1,43.8,54.5,26.0,2.15,10.84
31,-113.6545,48.7334,7139.0,October,7.86,25.3,33.4,41.5,18.2,1.91,5.89
31,-113.6545,48.7334,7139.0,November,12.23,16.4,21.9,27.4,10.0,1.13,2.80
31,-113.6545,48.7334,7139.0,December,11.45,9.8,15.3,20.9,4.5,0.80,1.99
31,-113.6545,48.7334,7139.0,Annual,104.84,23.5,32.3,41.0,17.8,1.46,6.99

32,-113.7573,48.6247,7790.0,January,12.47,11.8,17.4,23.1,7.2,0.82,2.12
32,-113.7573,48.6247,7790.0,February,9.77,11.7,18.7,25.8,7.3,0.90,2.63
32,-113.7573,48.6247,7790.0,March,9.49,14.9,23.2,31.5,10.8,0.97,3.57
32,-113.7573,48.6247,7790.0,April,7.76,19.7,28.7,37.7,17.9,0.72,4.53
32,-113.7573,48.6247,7790.0,May,8.12,26.8,36.4,46.1,24.5,0.98,6.55
32,-113.7573,48.6247,7790.0,June,9.76,32.9,42.5,52.1,27.9,1.99,8.48
32,-113.7573,48.6247,7790.0,July,4.27,40.1,50.7,61.2,34.2,2.27,12.87
32,-113.7573,48.6247,7790.0,August,3.77,39.9,50.4,60.8,34.2,2.24,12.83
32,-113.7573,48.6247,7790.0,September,5.77,33.2,42.5,51.8,27.5,1.93,8.96
32,-113.7573,48.6247,7790.0,October,8.15,25.9,32.3,38.7,20.8,1.57,4.35
32,-113.7573,48.6247,7790.0,November,12.74,16.7,22.1,27.6,11.7,1.02,2.56
32,-113.7573,48.6247,7790.0,December,11.74,10.2,15.8,21.4,5.8,0.76,1.95
32,-113.7573,48.6247,7790.0,Annual,103.80,23.6,31.7,39.8,19.2,1.35,5.95

33,-113.7742,48.3387,7713.0,January,8.62,12.4,17.8,23.4,9.9,0.66,1.91
33,-113.7742,48.3387,7713.0,February,6.67,12.5,19.2,25.8,10.4,0.73,2.27
33,-113.7742,48.3387,7713.0,March,7.34,15.7,23.7,31.8,13.2,0.80,3.30
33,-113.7742,48.3387,7713.0,April,6.10,20.9,29.5,38.2,17.6,0.90,4.69
33,-113.7742,48.3387,7713.0,May,6.18,28.3,37.4,46.4,25.3,1.13,6.44
33,-113.7742,48.3387,7713.0,June,7.05,34.8,43.8,52.7,31.9,1.52,7.67
33,-113.7742,48.3387,7713.0,July,3.13,42.3,52.2,62.1,37.3,1.80,12.34
33,-113.7742,48.3387,7713.0,August,2.68,42.3,51.8,61.4,36.9,2.47,11.97
33,-113.7742,48.3387,7713.0,September,3.90,35.4,43.5,51.6,31.4,2.20,7.78
33,-113.7742,48.3387,7713.0,October,4.89,26.4,32.5,38.6,23.3,1.28,3.91
33,-113.7742,48.3387,7713.0,November,8.25,17.2,22.5,27.8,14.7,0.78,2.20
33,-113.7742,48.3387,7713.0,December,7.86,11.2,16.4,21.7,9.3,0.57,1.65
33,-113.7742,48.3387,7713.0,Annual,72.66,24.9,32.5,40.1,21.8,1.24,5.51

34,-113.7473,48.7689,7201.0,January,10.01,13.0,18.9,24.9,8.7,0.87,2.37
34,-113.7473,48.7689,7201.0,February,7.79,13.1,20.3,27.6,9.0,0.94,2.92
34,-113.7473,48.7689,7201.0,March,7.67,16.3,24.8,33.4,12.5,0.88,4.03
34,-113.7473,48.7689,7201.0,April,6.38,21.8,30.6,39.5,19.0,0.82,5.25
34,-113.7473,48.7689,7201.0,May,6.81,28.9,38.5,48.0,26.8,1.05,7.06
34,-113.7473,48.7689,7201.0,June,8.18,35.0,44.4,53.8,31.2,1.76,9.14
34,-113.7473,48.7689,7201.0,July,3.64,42.2,52.5,62.7,36.7,2.68,13.43
34,-113.7473,48.7689,7201.0,August,3.16,42.0,52.2,62.5,36.5,2.94,13.75
34,-113.7473,48.7689,7201.0,September,4.89,35.2,44.5,53.7,30.2,2.23,9.82
34,-113.7473,48.7689,7201.0,October,6.67,27.1,33.8,40.6,22.5,1.48,4.93
34,-113.7473,48.7689,7201.0,November,10.48,18.0,23.6,29.2,13.6,1.02,2.76
34,-113.7473,48.7689,7201.0,December,9.48,11.9,17.6,23.2,7.8,0.79,2.12
34,-113.7473,48.7689,7201.0,Annual,85.17,25.4,33.5,41.6,21.2,1.46,6.46

35,-114.0410,48.9347,7664.0,January,8.54,12.6,18.4,24.2,8.4,0.84,2.36
35,-114.0410,48.9347,7664.0,February,5.48,12.6,19.7,26.8,9.7,0.64,2.65
35,-114.0410,48.9347,7664.0,March,6.05,15.5,23.9,32.4,12.7,0.73,3.75
35,-114.0410,48.9347,7664.0,April,5.57,20.6,29.2,37.7,17.2,0.79,4.82
35,-114.0410,48.9347,7664.0,May,5.89,27.8,37.0,46.2,23.8,1.36,6.95
35,-114.0410,48.9347,7664.0,June,7.37,33.8,43.0,52.3,29.7,1.68,8.40
35,-114.0410,48.9347,7664.0,July,3.06,41.3,51.3,61.3,34.6,2.83,12.15
35,-114.0410,48.9347,7664.0,August,2.64,41.2,51.1,61.0,35.4,3.26,12.47
35,-114.0410,48.9347,7664.0,September,4.22,34.4,43.4,52.4,28.7,2.03,8.99
35,-114.0410,48.9347,7664.0,October,5.80,26.1,32.7,39.1,22.4,1.22,4.31
35,-114.0410,48.9347,7664.0,November,8.48,17.2,22.7,28.3,13.0,0.72,2.51
35,-114.0410,48.9347,7664.0,December,6.78,11.4,16.9,22.5,8.5,0.67,1.83
35,-114.0410,48.9347,7664.0,Annual,69.87,24.5,32.4,40.3,20.3,1.40,5.93

36,-114.0170,48.8368,8188.0,January,12.53,11.0,16.9,22.7,7.7,0.72,1.98
36,-114.0170,48.8368,8188.0,February,8.80,11.1,18.1,25.2,7.6,0.75,2.48
36,-114.0170,48.8368,8188.0,March,8.61,14.1,22.4,30.8,10.4,0.84,3.48
36,-114.0170,48.8368,8188.0,April,6.84,19.1,27.7,36.3,16.5,0.78,4.23
36,-114.0170,48.8368,8188.0,May,6.28,26.5,35.7,44.8,22.2,1.35,6.38
36,-114.0170,48.8368,8188.0,June,7.64,33.1,42.1,51.0,28.7,1.85,7.63
36,-114.0170,48.8368,8188.0,July,3.10,41.1,50.5,60.0,35.2,2.46,11.40
36,-114.0170,48.8368,8188.0,August,2.55,40.7,50.2,59.7,35.3,3.05,11.61
36,-114.0170,48.8368,8188.0,September,4.22,33.8,42.5,51.3,28.7,2.35,8.40
36,-114.0170,48.8368,8188.0,October,6.22,24.9,31.5,38.2,20.4,1.44,4.26
36,-114.0170,48.8368,8188.0,November,11.00,15.7,21.3,27.0,11.9,0.89,2.38
36,-114.0170,48.8368,8188.0,December,11.36,9.9,15.4,20.9,6.5,0.67,1.78
36,-114.0170,48.8368,8188.0,Annual,89.13,23.4,31.2,39.0,19.3,1.43,5.50

37,-114.0262,48.8249,8249.0,January,12.91,10.1,16.1,22.0,7.3,0.67,1.91
37,-114.0262,48.8249,8249.0,February,9.03,10.0,17.2,24.4,7.0,0.76,2.39
37,-114.0262,48.8249,8249.0,March,8.84,13.0,21.6,30.2,9.8,0.88,3.37
37,-114.0262,48.8249,8249.0,April,6.99,18.3,27.1,36.0,16.0,0.78,4.26
37,-114.0262,48.8249,8249.0,May,6.40,25.7,35.1,44.4,21.1,1.35,6.34
37,-114.0262,48.8249,8249.0,June,7.79,32.4,41.4,50.4,27.9,1.84,7.58
37,-114.0262,48.8249,8249.0,July,3.15,40.2,49.8,59.4,35.0,2.41,11.52
37,-114.0262,48.8249,8249.0,August,2.58,39.6,49.4,59.2,34.8,2.54,11.63
37,-114.0262,48.8249,8249.0,September,4.28,32.8,41.8,50.8,27.9,2.14,8.36
37,-114.0262,48.8249,8249.0,October,6.35,24.1,30.9,37.7,19.9,1.40,4.13
37,-114.0262,48.8249,8249.0,November,11.26,14.9,20.7,26.4,11.1,0.88,2.40
37,-114.0262,48.8249,8249.0,December,11.69,8.9,14.5,20.1,6.1,0.61,1.71
37,-114.0262,48.8249,8249.0,Annual,91.26,22.5,30.5,38.4,18.6,1.35,5.47

38,-114.0648,48.8947,7472.0,January,10.96,12.3,18.1,23.8,8.8,0.77,2.19
38,-114.0648,48.8947,7472.0,February,7.82,12.4,19.4,26.4,8.9,0.64,2.71
38,-114.0648,48.8947,7472.0,March,7.72,15.6,23.9,32.3,12.2,0.85,3.91
38,-114.0648,48.8947,7472.0,April,6.24,21.0,29.7,38.5,17.5,0.87,5.15
38,-114.0648,48.8947,7472.0,May,6.00,28.2,37.6,46.9,24.9,1.26,7.32
38,-114.0648,48.8947,7472.0,June,7.27,34.4,43.7,52.9,29.9,1.88,9.03
38,-114.0648,48.8947,7472.0,July,3.04,41.8,51.8,61.9,35.8,2.66,12.63
38,-114.0648,48.8947,7472.0,August,2.54,41.4,51.5,61.6,36.4,3.16,12.62
38,-114.0648,48.8947,7472.0,September,4.13,34.6,43.8,53.0,29.6,2.10,9.19
38,-114.0648,48.8947,7472.0,October,5.91,26.3,32.9,39.6,21.8,1.42,4.77
38,-114.0648,48.8947,7472.0,November,9.95,17.2,22.7,28.2,13.3,0.93,2.53
38,-114.0648,48.8947,7472.0,December,9.94,11.2,16.6,22.1,7.2,0.74,1.91
38,-114.0648,48.8947,7472.0,Annual,81.52,24.7,32.6,40.6,20.5,1.44,6.16

39,-113.8361,48.9186,7304.0,January,7.95,9.3,15.3,21.3,6.6,0.64,1.85
39,-113.8361,48.9186,7304.0,February,5.43,10.4,17.3,24.2,7.5,0.75,2.38
39,-113.8361,48.9186,7304.0,March,5.56,13.5,21.7,29.9,10.7,0.85,3.27
39,-113.8361,48.9186,7304.0,April,4.57,20.0,29.2,38.5,18.0,0.75,5.09
39,-113.8361,48.9186,7304.0,May,5.17,27.4,37.3,47.1,25.1,1.00,7.22
39,-113.8361,48.9186,7304.0,June,7.21,34.0,43.7,53.4,29.2,1.91,9.29
39,-113.8361,48.9186,7304.0,July,3.15,40.9,51.7,62.4,34.8,2.15,13.36
39,-113.8361,48.9186,7304.0,August,2.87,40.3,51.2,62.1,34.8,2.58,13.99
39,-113.8361,48.9186,7304.0,September,3.73,33.2,43.3,53.3,27.9,1.97,9.89
39,-113.8361,48.9186,7304.0,October,5.29,24.8,32.5,40.1,19.8,1.57,5.26
39,-113.8361,48.9186,7304.0,November,7.01,15.8,21.2,26.5,11.7,0.90,2.42
39,-113.8361,48.9186,7304.0,December,6.66,9.4,14.9,20.3,6.4,0.63,1.70
39,-113.8361,48.9186,7304.0,Annual,64.59,23.3,31.6,39.9,19.4,1.31,6.31

